Country,Region,District
Egypt,Giza,Auseem
Egypt,Giza,Ayat
Egypt,Giza,Badrashain
Egypt,Giza,Bahariya Oasis
Egypt,Giza,Bulaq Al-Dakrur
Egypt,Giza,Duqqi
Egypt,Giza,Giza
Egypt,Giza,Giza Center
Egypt,Giza,Hwamdeia
Egypt,Giza,Imbaba
Egypt,Giza,Imbaba Center
Egypt,Giza,Kardasa
Egypt,Giza,Saf
Egypt,Giza,Shaykh Zayed
Egypt,Giza,Umraniyya
Egypt,Giza,Waraq
Egypt,Giza,Zemam Out
Egypt,Ismailia,Fayid
Egypt,Ismailia,Ismailiyya
Egypt,Ismailia,Ismailiyya 1
Egypt,Ismailia,Ismailiyya 2
Egypt,Ismailia,Ismailiyya 3
Egypt,Kafr El-Shikh,Al Hamul
Egypt,Kafr El-Shikh,Biyalu
Egypt,Kafr El-Shikh,Burullus
Egypt,Kafr El-Shikh,Disuq
Egypt,Kafr El-Shikh,Disuq Center
Egypt,Kafr El-Shikh,Fuwwa
Egypt,Kafr El-Shikh,Kafr Al-Shaykh
Egypt,Kafr El-Shikh,Kafr Al-Shaykh Center
Egypt,Kafr El-Shikh,Mitubas
Egypt,Kafr El-Shikh,Qillin
Egypt,Kafr El-Shikh,Riyad
Egypt,Kafr El-Shikh,Sidi Salim
Egypt,Kalyoubia,Abour
Egypt,Kalyoubia,Al Khanka
Egypt,Kalyoubia,Banha
Egypt,Kalyoubia,Banha Center
Egypt,Kalyoubia,Kafr Shukr
Egypt,Kalyoubia,Khsos
Egypt,Kalyoubia,Qaha
Egypt,Kalyoubia,Qalyub
Egypt,Kalyoubia,Qalyub Center
Egypt,Kalyoubia,Qanatir Al-Khayriyya
Egypt,Kalyoubia,Shibin Al-Qanatir
Egypt,Kalyoubia,Shubra Al-Khayma 1
Egypt,Kalyoubia,Shubra Al-Khayma 2
Egypt,Kalyoubia,Tukh
Egypt,Kalyoubia,Zemam Out
Egypt,Luxor,Luxor
Egypt,Luxor,Luxor Center
Egypt,Luxor,Tiba Police Station
Egypt,Luxor,Zemam Out
Egypt,Matrouh,Al-Hammam
Egypt,Matrouh,Alamn
Egypt,Matrouh,Daba
Egypt,Matrouh,Marsa Matruh
Egypt,Matrouh,North Coast
Egypt,Matrouh,Salloum
Egypt,Matrouh,Sidi Barani
Egypt,Matrouh,Siwa
Egypt,Menia,Kesm Al-Minya
Egypt,Menia,Kesm Mallawi
Egypt,Menia,Markz Abu Qurqas
Egypt,Menia,Markz Al Idwa
Egypt,Menia,Markz Al Minya
Egypt,Menia,Markz Bani Mazar
Egypt,Menia,Markz Dir Mawas
Egypt,Menia,Markz Maghagha
Egypt,Menia,Markz Mallawi
Egypt,Menia,Markz Matay
Egypt,Menia,Markz Samalut
Egypt,Menia,New Minya
Egypt,Menia,Zemam Out
Egypt,Menoufia,Al-Bagur
Egypt,Menoufia,Al-Shuhada
Egypt,Menoufia,Ashmun
Egypt,Menoufia,Birkat Al-Sab
Egypt,Menoufia,Minuf
Egypt,Menoufia,Minuf City
Egypt,Menoufia,Quwisna
Egypt,Menoufia,Sadat City
Egypt,Menoufia,Shibin Al-Kum
Egypt,Menoufia,Shibin Al-Kum Center
Egypt,Menoufia,Sirs Al-Layyana City
Egypt,Menoufia,Tala
Egypt,New Valley,A-Dakhla Oasis
Egypt,New Valley,Al-Kharga Oasis
Egypt,New Valley,Al Farafra Oasis
Egypt,New Valley,Paris Paris
Egypt,North Sinai,Al-Hasna
Egypt,North Sinai,Bir Al-Abd
Egypt,North Sinai,El Arish 1
Egypt,North Sinai,El Arish 2
Egypt,North Sinai,El Arish 3
Egypt,North Sinai,El Arish 4
Egypt,North Sinai,Nakhl
Egypt,North Sinai,Qasima
Egypt,North Sinai,Rafah
Egypt,North Sinai,Rummana
Egypt,North Sinai,Shaykh Zuwayd
Egypt,Port Said,Al-Arab
Egypt,Port Said,Al-Dawahy
Egypt,Port Said,Al-Ganoub
Egypt,Port Said,Al-Ganoub 2
Egypt,Port Said,Al-Manasra
Egypt,Port Said,Al-Munakh
Egypt,Port Said,Al-Sharq
Egypt,Port Said,Al-Zohour
Egypt,Port Said,Mubark-Sharq Tafrea
Egypt,Port Said,Police Department Port Said Port
Egypt,Port Said,Port Fuad
Egypt,Port Said,Port Fuad 2
Egypt,Qena,Abu Tisht
Egypt,Qena,Al Waqf
Egypt,Qena,Armant
Egypt,Qena,Dishna
Egypt,Qena,Farshut
Egypt,Qena,Isna
Egypt,Qena,Nag Hammadi
Egypt,Qena,Naqada
Egypt,Qena,Qift
Egypt,Qena,Qina
Egypt,Qena,Qina Center
Egypt,Qena,Qina City
Egypt,Qena,Qus
Egypt,Qena,Zemam Out
Egypt,Red Sea,Hurghada 1
Egypt,Red Sea,Hurghada 2
Egypt,Red Sea,Marsa Alam
Egypt,Red Sea,Qusir
Egypt,Red Sea,Ras Gharib
Egypt,Red Sea,Safaga
Egypt,Red Sea,Shallatin
Egypt,Sharkia,10 Ramadan 1
Egypt,Sharkia,10 Ramadan 2
Egypt,Sharkia,Abu Hammad
Egypt,Sharkia,Abu Kabir
Egypt,Sharkia,Al-Husayniya
Egypt,Sharkia,Al-Qanayat
Egypt,Sharkia,Al-Salhiyya
Egypt,Sharkia,Awlad Saqr
Egypt,Sharkia,Bilbis
Egypt,Sharkia,Dyarb Nigm
Egypt,Sharkia,El-Ibrahimiya
Egypt,Sharkia,Faqus
Egypt,Sharkia,Faqus Center
Egypt,Sharkia,Hihya
Egypt,Sharkia,Kafr Saqr
Egypt,Sharkia,Mashtul Al-Suq
Egypt,Sharkia,Minya Al-Qamh
Egypt,Sharkia,Qurin
Egypt,Sharkia,Zaqaziq
Egypt,Sharkia,Zaqaziq 1
Egypt,Sharkia,Zaqaziq 2
Egypt,Sharkia,Zemam Out
Egypt,South Sinai,Abu Radis
Egypt,South Sinai,Al-Tur
Egypt,South Sinai,Dahab
Egypt,South Sinai,Nuweiba
Egypt,South Sinai,Ras Sidr
Egypt,South Sinai,Sant Katrin
Egypt,South Sinai,Sharm El-Sheikh
Egypt,South Sinai,Taba
Egypt,Suez,Al-Arbiin
Egypt,Suez,Al-Ganayin
Egypt,Suez,Ataqa
Egypt,Suez,Faysal
Egypt,Suez,Port Suez Police Department
Egypt,Suez,Suez
Egypt,Suhag,Akhmim
Egypt,Suhag,Akhmim City
Egypt,Suhag,Al-Balyana
Egypt,Suhag,Al-Maragha
Egypt,Suhag,Al-Minshat
Egypt,Suhag,Al Usayrat
Egypt,Suhag,Dar Al-Salam
Egypt,Suhag,Girga
Egypt,Suhag,Girga Center
Egypt,Suhag,Guhayna Al-Gharbiyya
Egypt,Suhag,Kawther
Egypt,Suhag,Kesm Tahta
Egypt,Suhag,Saqulta
Egypt,Suhag,Suhag
Egypt,Suhag,Suhag-2
Egypt,Suhag,Suhag Center
Egypt,Suhag,Suhag City
Egypt,Suhag,Tahta
Egypt,Suhag,Tama
Egypt,Suhag,Zemam Out
Egypt,"Al-, Ismailia","Qantara Gharb, Al-"
Egypt,"Al-, Ismailia","Qantara Sharq, Al-"
Egypt,"Al-, Ismailia","Tal Al-Kabir, Al-"
Equatorial Guinea,Annobón,Mabana
Equatorial Guinea,Annobón,San Antonio De Palé
Equatorial Guinea,Bioko Norte,Baney
Equatorial Guinea,Bioko Norte,Malabo
Equatorial Guinea,Bioko Norte,Rebola
Equatorial Guinea,Bioko Sur,Luba
Equatorial Guinea,Bioko Sur,Riaba
Equatorial Guinea,Centro Sur,Acurenam
Equatorial Guinea,Centro Sur,Bicurga
Equatorial Guinea,Centro Sur,Evinayong
Equatorial Guinea,Centro Sur,Niefang
Equatorial Guinea,Centro Sur,Nkimi
Equatorial Guinea,Kié-Ntem,Bidjabidjan
Equatorial Guinea,Kié-Ntem,Ebebiyin
Equatorial Guinea,Kié-Ntem,Micomeseng
Equatorial Guinea,Kié-Ntem,Nasng
Equatorial Guinea,Kié-Ntem,Nkue
Equatorial Guinea,Kié-Ntem,Nsok-Nsomo
Equatorial Guinea,Litoral,Bata
Equatorial Guinea,Litoral,Bitica
Equatorial Guinea,Litoral,Cogo
Equatorial Guinea,Litoral,Corisco
Equatorial Guinea,Litoral,Machinda
Equatorial Guinea,Litoral,Mbini
Equatorial Guinea,Litoral,Rio Campo
Equatorial Guinea,Wele-Nzas,Aconibe
Equatorial Guinea,Wele-Nzas,Añisok
Equatorial Guinea,Wele-Nzas,Ayene
Equatorial Guinea,Wele-Nzas,Ciudad Nueva Oyala
Equatorial Guinea,Wele-Nzas,Mongomeyen
Equatorial Guinea,Wele-Nzas,Mongomo
Equatorial Guinea,Wele-Nzas,Nsork
Estonia,Harju maakond,Anija Vald
Estonia,Harju maakond,Harku Vald
Estonia,Harju maakond,Jõelähtme Vald
Estonia,Harju maakond,Keila Linn
Estonia,Harju maakond,Kiili Vald
Estonia,Harju maakond,Kose Vald
Estonia,Harju maakond,Kuusalu Vald
Estonia,Harju maakond,Lääne-Harju Vald
Estonia,Harju maakond,Loksa Linn
Estonia,Harju maakond,Maardu Linn
Estonia,Harju maakond,Raasiku Vald
Estonia,Harju maakond,Rae Vald
Estonia,Harju maakond,Saku Vald
Estonia,Harju maakond,Saue Vald
Estonia,Harju maakond,Tallinn
Estonia,Harju maakond,Viimsi Vald
Estonia,Hiiu maakond,Hiiumaa Vald
Estonia,Ida-Viru maakond,Alutaguse Vald
Estonia,Ida-Viru maakond,Jõhvi Vald
Estonia,Ida-Viru maakond,Kohtla-Järve Linn
Estonia,Ida-Viru maakond,Lüganuse Vald
Estonia,Ida-Viru maakond,Narva-Jõesuu Linn
Estonia,Ida-Viru maakond,Narva Linn
Estonia,Ida-Viru maakond,Sillamäe Linn
Estonia,Ida-Viru maakond,Toila Vald
Estonia,Järva maakond,Järva Vald
Estonia,Järva maakond,Paide Linn
Estonia,Järva maakond,Türi Vald
Estonia,Jõgeva maakond,Jõgeva Vald
Estonia,Jõgeva maakond,Mustvee Vald
Estonia,Jõgeva maakond,Põltsamaa Vald
Estonia,Lääne-Viru maakond,Haljala Vald
Estonia,Lääne-Viru maakond,Kadrina Vald
Estonia,Lääne-Viru maakond,Rakvere Linn
Estonia,Lääne-Viru maakond,Rakvere Vald
Estonia,Lääne-Viru maakond,Tapa Vald
Estonia,Lääne-Viru maakond,Väike-Maarja Vald
Estonia,Lääne-Viru maakond,Vinni Vald
Estonia,Lääne-Viru maakond,Viru-Nigula Vald
Estonia,Lääne maakond,Haapsalu Linn
Estonia,Lääne maakond,Lääne-Nigula Vald
Estonia,Lääne maakond,Vormsi Vald
Estonia,Pärnu maakond,Häädemeeste Vald
Estonia,Pärnu maakond,Kihnu Vald
Estonia,Pärnu maakond,Lääneranna Vald
Estonia,Pärnu maakond,Pärnu Linn
Estonia,Pärnu maakond,Põhja-Pärnumaa Vald
Estonia,Pärnu maakond,Saarde Vald
Estonia,Pärnu maakond,Tori Vald
Estonia,Põlva maakond,Kanepi Vald
Estonia,Põlva maakond,Põlva Vald
Estonia,Põlva maakond,Räpina Vald
Estonia,Rapla maakond,Kehtna Vald
Estonia,Rapla maakond,Kohila Vald
Estonia,Rapla maakond,Märjamaa Vald
Estonia,Rapla maakond,Rapla Vald
Estonia,Saare maakond,Muhu Vald
Estonia,Saare maakond,Ruhnu Vald
Estonia,Saare maakond,Saaremaa Vald
Estonia,Tartu maakond,Elva Vald
Estonia,Tartu maakond,Kambja Vald
Estonia,Tartu maakond,Kastre Vald
Estonia,Tartu maakond,Luunja Vald
Estonia,Tartu maakond,Nõo Vald
Estonia,Tartu maakond,Peipsiääre Vald
Estonia,Tartu maakond,Tartu Linn
Estonia,Tartu maakond,Tartu Vald
Estonia,Valga maakond,Otepää Vald
Estonia,Valga maakond,Tõrva Vald
Estonia,Valga maakond,Valga Vald
Estonia,Viljandi maakond,Mulgi Vald
Estonia,Viljandi maakond,Põhja-Sakala Vald
Estonia,Viljandi maakond,Viljandi Linn
Estonia,Viljandi maakond,Viljandi Vald
Estonia,Võru maakond,Antsla Vald
Estonia,Võru maakond,Rõuge Vald
Estonia,Võru maakond,Setomaa Vald
Estonia,Võru maakond,Võru Linn
Estonia,Võru maakond,Võru Vald
Eswatini,Hhohho,Hhukwini
Eswatini,Hhohho,Lobamba
Eswatini,Hhohho,Madlangempisi
Eswatini,Hhohho,Maphalaleni
Eswatini,Hhohho,Mayiwane
Eswatini,Hhohho,Mbabane East
Eswatini,Hhohho,Mbabane West
Eswatini,Hhohho,Mhlangatane
Eswatini,Hhohho,Motshane
Eswatini,Hhohho,Ndzingeni
Eswatini,Hhohho,Nkhaba
Eswatini,Hhohho,Ntfonjeni
Eswatini,Hhohho,Piggs Peak
Eswatini,Hhohho,Siphocosini
Eswatini,Hhohho,Timphisini
Eswatini,Lubombo,Dvokodvweni
Eswatini,Lubombo,Gilgal
Eswatini,Lubombo,Lomahasha
Eswatini,Lubombo,Lubuli
Eswatini,Lubombo,Lugongolweni
Eswatini,Lubombo,Matsanjeni North
Eswatini,Lubombo,Mhlume
Eswatini,Lubombo,Mpolonjeni
Eswatini,Lubombo,Nkilongo
Eswatini,Lubombo,Siphofaneni
Eswatini,Lubombo,Sithobela
Eswatini,Manzini,Kukhanyeni
Eswatini,Manzini,Kwaluseni
Eswatini,Manzini,Lamgabhi
Eswatini,Manzini,Lobamba Lomdzala
Eswatini,Manzini,Ludzeludze
Eswatini,Manzini,Mafutseni
Eswatini,Manzini,Mahlangatsha
Eswatini,Manzini,Mangcongco
Eswatini,Manzini,Manzini North
Eswatini,Manzini,Manzini South
Eswatini,Manzini,Mhlambanyatsi
Eswatini,Manzini,Mkhiweni
Eswatini,Manzini,Mtfongwaneni
Eswatini,Manzini,Ngwemphisi
Eswatini,Manzini,Nhlambeni
Eswatini,Manzini,Nkomiyahlaba
Eswatini,Manzini,Ntondozi
Eswatini,Manzini,Phondo
Eswatini,Shiselweni,Gege
Eswatini,Shiselweni,Hosea
Eswatini,Shiselweni,Kubuta
Eswatini,Shiselweni,Kumethula
Eswatini,Shiselweni,Maseyisini
Eswatini,Shiselweni,Matsanjeni South
Eswatini,Shiselweni,Mtsambama
Eswatini,Shiselweni,Ngudzeni
Eswatini,Shiselweni,Nkwene
Eswatini,Shiselweni,Sandleni
Eswatini,Shiselweni,Shiselweni I
Eswatini,Shiselweni,Shiselweni Ii
Eswatini,Shiselweni,Sigwe
Eswatini,Shiselweni,Somntongo
Eswatini,Shiselweni,Zombodze Emuva
Ethiopia,Addis Ababa,Region 14
Ethiopia,Afar,Awsi /Zone 1
Ethiopia,Afar,Fanti /Zone 4
Ethiopia,Afar,Gabi /Zone 3
Ethiopia,Afar,Hari /Zone 5
Ethiopia,Afar,Kilbati /Zone2
Ethiopia,Amhara,Awi
Ethiopia,Amhara,Central Gondar
Ethiopia,Amhara,East Gojam
Ethiopia,Amhara,North Gondar
Ethiopia,Amhara,North Shewa (Am)
Ethiopia,Amhara,North Wello
Ethiopia,Amhara,Oromia
Ethiopia,Amhara,South Gondar
Ethiopia,Amhara,South Wello
Ethiopia,Amhara,Wag Hamra
Ethiopia,Amhara,West Gojam
Ethiopia,Amhara,West Gondar
Ethiopia,Benishangul Gumz,Assosa
Ethiopia,Benishangul Gumz,Kamashi
Ethiopia,Benishangul Gumz,Mao Komo Special
Ethiopia,Benishangul Gumz,Metekel
Ethiopia,Dire Dawa,Dire Dawa Rural
Ethiopia,Dire Dawa,Dire Dawa Urban
Ethiopia,Gambela,Agnewak
Ethiopia,Gambela,Itang Special Woreda
Ethiopia,Gambela,Majang
Ethiopia,Gambela,Nuwer
Ethiopia,Harari,Harari
Ethiopia,Oromia,Arsi
Ethiopia,Oromia,Bale
Ethiopia,Oromia,Borena
Ethiopia,Oromia,Buno Bedele
Ethiopia,Oromia,East Bale
Ethiopia,Oromia,East Hararge
Ethiopia,Oromia,East Shewa
Ethiopia,Oromia,East Wellega
Ethiopia,Oromia,Finfine Special
Ethiopia,Oromia,Guji
Ethiopia,Oromia,Horo Gudru Wellega
Ethiopia,Oromia,Ilu Aba Bora
Ethiopia,Oromia,Jimma
Ethiopia,Oromia,Kelem Wellega
Ethiopia,Oromia,North Shewa (Or)
Ethiopia,Oromia,South West Shewa
Ethiopia,Oromia,West Arsi
Ethiopia,Oromia,West Guji
Ethiopia,Oromia,West Hararge
Ethiopia,Oromia,West Shewa
Ethiopia,Oromia,West Wellega
Ethiopia,Sidama,Sidama
Ethiopia,Snnp,Alle
Ethiopia,Snnp,Amaro
Ethiopia,Snnp,Basketo
Ethiopia,Snnp,Burji
Ethiopia,Snnp,Derashe
Ethiopia,Snnp,Gamo
Ethiopia,Snnp,Gedeo
Ethiopia,Snnp,Gofa
Ethiopia,Snnp,Guraghe
Ethiopia,Snnp,Hadiya
Ethiopia,Snnp,Halaba
Ethiopia,Snnp,Kembata Tembaro
Ethiopia,Snnp,Konso
Ethiopia,Snnp,Siltie
Ethiopia,Snnp,South Omo
Ethiopia,Snnp,Wolayita
Ethiopia,Snnp,Yem Special
Ethiopia,Somali,Afder
Ethiopia,Somali,Daawa
Ethiopia,Somali,Doolo
Ethiopia,Somali,Erer
Ethiopia,Somali,Fafan
Ethiopia,Somali,Jarar
Ethiopia,Somali,Korahe
Ethiopia,Somali,Liban
Ethiopia,Somali,Nogob
Ethiopia,Somali,Shabelle
Ethiopia,Somali,Siti
Ethiopia,South West Ethiopia,Bench Sheko
Ethiopia,South West Ethiopia,Dawuro
Ethiopia,South West Ethiopia,Kefa
Ethiopia,South West Ethiopia,Konta Special
Ethiopia,South West Ethiopia,Mirab Omo
Ethiopia,South West Ethiopia,Sheka
Ethiopia,Tigray,Central
Ethiopia,Tigray,Eastern
Ethiopia,Tigray,Mekelle
Ethiopia,Tigray,North Western
Ethiopia,Tigray,South Eastern
Ethiopia,Tigray,Southern
Ethiopia,Tigray,Western
Fiji,Central Division,Naitasiri
Fiji,Central Division,Namosi
Fiji,Central Division,Rewa
Fiji,Central Division,Serua
Fiji,Central Division,Tailevu
Fiji,Eastern Division,Lau
Fiji,Eastern Division,Lomaiviti
Fiji,Eastern Division,Rotuma
Fiji,Eastern Division,Kadavu
Fiji,Northern  Division,Bua
Fiji,Northern  Division,Cakaudrove
Fiji,Northern  Division,Macuata
Fiji,Western Division,Ba
Fiji,Western Division,Nadroga_Navosa
Fiji,Western Division,Ra
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,"Armagh City, Banbridge And Craigavon"
United Kingdom of Great Britain and Northern Ireland,England,"Bournemouth, Christchurch And Poole"
United Kingdom of Great Britain and Northern Ireland,England,"Bristol, City Of"
United Kingdom of Great Britain and Northern Ireland,England,"Herefordshire, County Of"
United Kingdom of Great Britain and Northern Ireland,England,"Kingston Upon Hull, City Of"
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,"Newry, Mourne And Down"
United Kingdom of Great Britain and Northern Ireland,England,Barking And Dagenham
United Kingdom of Great Britain and Northern Ireland,England,Barnet
United Kingdom of Great Britain and Northern Ireland,England,Barnsley
United Kingdom of Great Britain and Northern Ireland,England,Bath And North East Somerset
United Kingdom of Great Britain and Northern Ireland,England,Bedford
United Kingdom of Great Britain and Northern Ireland,England,Bexley
United Kingdom of Great Britain and Northern Ireland,England,Birmingham
United Kingdom of Great Britain and Northern Ireland,England,Blackburn With Darwen
United Kingdom of Great Britain and Northern Ireland,England,Blackpool
United Kingdom of Great Britain and Northern Ireland,England,Bolton
United Kingdom of Great Britain and Northern Ireland,England,Bracknell Forest
United Kingdom of Great Britain and Northern Ireland,England,Bradford
United Kingdom of Great Britain and Northern Ireland,England,Brent
United Kingdom of Great Britain and Northern Ireland,England,Brighton And Hove
United Kingdom of Great Britain and Northern Ireland,England,Bromley
United Kingdom of Great Britain and Northern Ireland,England,Buckinghamshire
United Kingdom of Great Britain and Northern Ireland,England,Bury
United Kingdom of Great Britain and Northern Ireland,England,Calderdale
United Kingdom of Great Britain and Northern Ireland,England,Cambridgeshire
United Kingdom of Great Britain and Northern Ireland,England,Camden
United Kingdom of Great Britain and Northern Ireland,England,Central Bedfordshire
United Kingdom of Great Britain and Northern Ireland,England,Cheshire East
United Kingdom of Great Britain and Northern Ireland,England,Cheshire West And Chester
United Kingdom of Great Britain and Northern Ireland,England,City Of London
United Kingdom of Great Britain and Northern Ireland,England,Cornwall
United Kingdom of Great Britain and Northern Ireland,England,County Durham
United Kingdom of Great Britain and Northern Ireland,England,Coventry
United Kingdom of Great Britain and Northern Ireland,England,Croydon
United Kingdom of Great Britain and Northern Ireland,England,Cumberland
United Kingdom of Great Britain and Northern Ireland,England,Darlington
United Kingdom of Great Britain and Northern Ireland,England,Derby
United Kingdom of Great Britain and Northern Ireland,England,Derbyshire
United Kingdom of Great Britain and Northern Ireland,England,Devon
United Kingdom of Great Britain and Northern Ireland,England,Doncaster
United Kingdom of Great Britain and Northern Ireland,England,Dorset
United Kingdom of Great Britain and Northern Ireland,England,Dudley
United Kingdom of Great Britain and Northern Ireland,England,Ealing
United Kingdom of Great Britain and Northern Ireland,England,East Riding Of Yorkshire
United Kingdom of Great Britain and Northern Ireland,England,East Sussex
United Kingdom of Great Britain and Northern Ireland,England,Enfield
United Kingdom of Great Britain and Northern Ireland,England,Essex
United Kingdom of Great Britain and Northern Ireland,England,Gateshead
United Kingdom of Great Britain and Northern Ireland,England,Gloucestershire
United Kingdom of Great Britain and Northern Ireland,England,Greenwich
United Kingdom of Great Britain and Northern Ireland,England,Hackney
United Kingdom of Great Britain and Northern Ireland,England,Halton
United Kingdom of Great Britain and Northern Ireland,England,Hammersmith And Fulham
United Kingdom of Great Britain and Northern Ireland,England,Hampshire
United Kingdom of Great Britain and Northern Ireland,England,Haringey
United Kingdom of Great Britain and Northern Ireland,England,Harrow
United Kingdom of Great Britain and Northern Ireland,England,Hartlepool
United Kingdom of Great Britain and Northern Ireland,England,Havering
United Kingdom of Great Britain and Northern Ireland,England,Hertfordshire
United Kingdom of Great Britain and Northern Ireland,England,Hillingdon
United Kingdom of Great Britain and Northern Ireland,England,Hounslow
United Kingdom of Great Britain and Northern Ireland,England,Isle Of Wight
United Kingdom of Great Britain and Northern Ireland,England,Isles Of Scilly
United Kingdom of Great Britain and Northern Ireland,England,Islington
United Kingdom of Great Britain and Northern Ireland,England,Kensington And Chelsea
United Kingdom of Great Britain and Northern Ireland,England,Kent
United Kingdom of Great Britain and Northern Ireland,England,Kingston Upon Thames
United Kingdom of Great Britain and Northern Ireland,England,Kirklees
United Kingdom of Great Britain and Northern Ireland,England,Knowsley
United Kingdom of Great Britain and Northern Ireland,England,Lambeth
United Kingdom of Great Britain and Northern Ireland,England,Lancashire
United Kingdom of Great Britain and Northern Ireland,England,Leeds
United Kingdom of Great Britain and Northern Ireland,England,Leicester
United Kingdom of Great Britain and Northern Ireland,England,Leicestershire
United Kingdom of Great Britain and Northern Ireland,England,Lewisham
United Kingdom of Great Britain and Northern Ireland,England,Lincolnshire
United Kingdom of Great Britain and Northern Ireland,England,Liverpool
United Kingdom of Great Britain and Northern Ireland,England,Luton
United Kingdom of Great Britain and Northern Ireland,England,Manchester
United Kingdom of Great Britain and Northern Ireland,England,Medway
United Kingdom of Great Britain and Northern Ireland,England,Merton
United Kingdom of Great Britain and Northern Ireland,England,Middlesbrough
United Kingdom of Great Britain and Northern Ireland,England,Milton Keynes
United Kingdom of Great Britain and Northern Ireland,England,Newcastle Upon Tyne
United Kingdom of Great Britain and Northern Ireland,England,Newham
United Kingdom of Great Britain and Northern Ireland,England,Norfolk
United Kingdom of Great Britain and Northern Ireland,England,North East Lincolnshire
United Kingdom of Great Britain and Northern Ireland,England,North Lincolnshire
United Kingdom of Great Britain and Northern Ireland,England,North Northamptonshire
United Kingdom of Great Britain and Northern Ireland,England,North Somerset
United Kingdom of Great Britain and Northern Ireland,England,North Tyneside
United Kingdom of Great Britain and Northern Ireland,England,North Yorkshire
United Kingdom of Great Britain and Northern Ireland,England,Northumberland
United Kingdom of Great Britain and Northern Ireland,England,Nottingham
United Kingdom of Great Britain and Northern Ireland,England,Nottinghamshire
United Kingdom of Great Britain and Northern Ireland,England,Oldham
United Kingdom of Great Britain and Northern Ireland,England,Oxfordshire
United Kingdom of Great Britain and Northern Ireland,England,Peterborough
United Kingdom of Great Britain and Northern Ireland,England,Plymouth
United Kingdom of Great Britain and Northern Ireland,England,Portsmouth
United Kingdom of Great Britain and Northern Ireland,England,Reading
United Kingdom of Great Britain and Northern Ireland,England,Redbridge
United Kingdom of Great Britain and Northern Ireland,England,Redcar And Cleveland
United Kingdom of Great Britain and Northern Ireland,England,Richmond Upon Thames
United Kingdom of Great Britain and Northern Ireland,England,Rochdale
United Kingdom of Great Britain and Northern Ireland,England,Rotherham
United Kingdom of Great Britain and Northern Ireland,England,Rutland
United Kingdom of Great Britain and Northern Ireland,England,Salford
United Kingdom of Great Britain and Northern Ireland,England,Sandwell
United Kingdom of Great Britain and Northern Ireland,England,Sefton
United Kingdom of Great Britain and Northern Ireland,England,Sheffield
United Kingdom of Great Britain and Northern Ireland,England,Shropshire
United Kingdom of Great Britain and Northern Ireland,England,Slough
United Kingdom of Great Britain and Northern Ireland,England,Solihull
United Kingdom of Great Britain and Northern Ireland,England,Somerset
United Kingdom of Great Britain and Northern Ireland,England,South Gloucestershire
United Kingdom of Great Britain and Northern Ireland,England,South Tyneside
United Kingdom of Great Britain and Northern Ireland,England,Southampton
United Kingdom of Great Britain and Northern Ireland,England,Southend-On-Sea
United Kingdom of Great Britain and Northern Ireland,England,Southwark
United Kingdom of Great Britain and Northern Ireland,England,St. Helens
United Kingdom of Great Britain and Northern Ireland,England,Staffordshire
United Kingdom of Great Britain and Northern Ireland,England,Stockport
United Kingdom of Great Britain and Northern Ireland,England,Stockton-On-Tees
United Kingdom of Great Britain and Northern Ireland,England,Stoke-On-Trent
United Kingdom of Great Britain and Northern Ireland,England,Suffolk
United Kingdom of Great Britain and Northern Ireland,England,Sunderland
United Kingdom of Great Britain and Northern Ireland,England,Surrey
United Kingdom of Great Britain and Northern Ireland,England,Sutton
United Kingdom of Great Britain and Northern Ireland,England,Swindon
United Kingdom of Great Britain and Northern Ireland,England,Tameside
United Kingdom of Great Britain and Northern Ireland,England,Telford And Wrekin
United Kingdom of Great Britain and Northern Ireland,England,Thurrock
United Kingdom of Great Britain and Northern Ireland,England,Torbay
United Kingdom of Great Britain and Northern Ireland,England,Tower Hamlets
United Kingdom of Great Britain and Northern Ireland,England,Trafford
United Kingdom of Great Britain and Northern Ireland,England,Wakefield
United Kingdom of Great Britain and Northern Ireland,England,Walsall
United Kingdom of Great Britain and Northern Ireland,England,Waltham Forest
United Kingdom of Great Britain and Northern Ireland,England,Wandsworth
United Kingdom of Great Britain and Northern Ireland,England,Warrington
United Kingdom of Great Britain and Northern Ireland,England,Warwickshire
United Kingdom of Great Britain and Northern Ireland,England,West Berkshire
United Kingdom of Great Britain and Northern Ireland,England,West Northamptonshire
United Kingdom of Great Britain and Northern Ireland,England,West Sussex
United Kingdom of Great Britain and Northern Ireland,England,Westminster
United Kingdom of Great Britain and Northern Ireland,England,Westmorland And Furness
United Kingdom of Great Britain and Northern Ireland,England,Wigan
United Kingdom of Great Britain and Northern Ireland,England,Wiltshire
United Kingdom of Great Britain and Northern Ireland,England,Windsor And Maidenhead
United Kingdom of Great Britain and Northern Ireland,England,Wirral
United Kingdom of Great Britain and Northern Ireland,England,Wokingham
United Kingdom of Great Britain and Northern Ireland,England,Wolverhampton
United Kingdom of Great Britain and Northern Ireland,England,Worcestershire
United Kingdom of Great Britain and Northern Ireland,England,York
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,Antrim And Newtownabbey
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,Ards And North Down
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,Belfast
